Transaction_Date,Post_Date,Year,Month,Account_Name,Transaction_Type,Amount,NWS,Category,Cat2,Description,Labels,outliers,Notes
2020-07-07,2020-07-07,2020,7,checking,debit,-7.3,want,fast food,food, brueggers #3758  5814               tn nashville       brueggers #3758    us,,0,nan
2020-07-07,2020-07-07,2020,7,checking,debit,-47.15,need,groceries,food, trader joe's #73 5411               tn bellae meade    90 white bridge rd us,,0,nan
2020-07-06,2020-07-06,2020,7,checking,debit,-9.62,want,food & dining,auto, smoothie king -  5814               tn nashville       smoothie king - 028us,,0,nan
2020-07-04,2020-07-04,2020,7,checking,debit,-21.84,want,electronics & software,discretionary, apple.com/bill   5735               ca 866-712-7753    apple.com/bill     us,,0,nan
2020-07-04,2020-07-04,2020,7,checking,debit,-9.82,want,alcohol & bars,discretionary, west meade wine  5921               tn nashville       west meade wine andus,,0,nan
2020-07-04,2020-07-04,2020,7,checking,debit,-9.99,want,shopping,discretionary, amzn mktp us*mj9 5942               wa amzn.com/bill   amzn mktp us*mj9k62us,,0,nan
2020-07-04,2020-07-04,2020,7,checking,debit,-10.94,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2020-07-04,2020-07-04,2020,7,checking,debit,-9.55,need,groceries,food, turnip truck     5411               tn nashville       turnip truck       us,,0,nan
2020-07-04,2020-07-04,2020,7,checking,debit,-17.39,want,restaurants,food, the picnic inc   5812               tn nashville       the picnic inc     us,,0,nan
2020-07-04,2020-07-04,2020,7,checking,debit,-10.91,need,groceries,food, turnip truck     5411               tn nashville       turnip truck       us,,0,nan
2020-07-03,2020-07-03,2020,7,checking,debit,-0.99,want,shopping,discretionary, amazon web servi 7399               wa aws.amazon.co   amazon web servicesus,,0,nan
2020-07-03,2020-07-03,2020,7,checking,debit,-600.0,need,mortgage & rent,bills,ach trans - alliant cu      ;070220;xfer,,0,nan
2020-07-02,2020-07-02,2020,7,checking,debit,-10.46,want,fast food,food, brueggers #3758  5814               tn nashville       brueggers #3758    us,,0,nan
2020-07-02,2020-07-02,2020,7,checking,debit,-98.43,need,auto insurance,auto,ach trans - usaa p&c ext    ;070220;autopay,,0,nan
2020-07-01,2020-07-01,2020,7,checking,debit,-3.0,need,gym,investment, cko*patreon* mem 5815               ca 833-9728766     cko*patreon* memberus,subscription - media,0,nan
2020-06-30,2020-06-30,2020,6,savings,credit,0.31,need,investments,investment,dividend,,0,nan
2020-06-30,2020-06-30,2020,6,savings,credit,1.54,need,investments,investment,dividend,,0,nan
2020-06-29,2020-06-29,2020,6,checking,debit,-3.0,want,podcast,entertainment, samharris        5734               ca 650-434-2726    samharris          us,subscription - media,0,nan
2020-06-29,2020-06-29,2020,6,checking,credit,2788.54,need,paycheck,income,ach trans - hca corporate   ;063020;pr payment,,0,nan
2020-06-29,2020-06-29,2020,6,checking,debit,-12.66,want,shopping,discretionary, amazon.com*ms63w 5942               wa seattle         amazon.com         us,,0,nan
2020-06-29,2020-06-29,2020,6,checking,debit,-5.77,want,fast food,food, brueggers #3758  5814               tn nashville       brueggers #3758    us,,0,nan
2020-06-28,2020-06-28,2020,6,checking,debit,-11.1,want,fast food,food, brueggers #3758  5814               tn nashville       brueggers #3758    us,,0,nan
2020-06-28,2020-06-28,2020,6,checking,debit,-14.22,want,shopping,discretionary, amazon prime*ms5 5968               wa amzn.com/bill   amazon prime*ms5lk4us,subscription - shopping,0,nan
2020-06-27,2020-06-27,2020,6,checking,debit,-4.24,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 530us,,0,nan
2020-06-27,2020-06-27,2020,6,checking,debit,-10.99,want,movies & dvds,entertainment, mubi inc.       7841               ca 650-618-6535    mubi  inc.         us,,0,cancelled subscription on 7/10
2020-06-26,2020-06-26,2020,6,checking,debit,-98.27,want,clothing,discretionary, saucony.com      5661               ma 888-888-8888    saucony.com        us,,0,plan to return
2020-06-25,2020-06-25,2020,6,checking,debit,-0.99,want,electronics & software,discretionary, apple.com/bill   5735               ca 866-712-7753    apple.com/bill     us,,0,nan
2020-06-24,2020-06-24,2020,6,checking,debit,-300.0,need,tax advisor,bills, stone rudolph an 8931               tn 615-3768101     stone rudolph and hus,,0,nan
2020-06-24,2020-06-24,2020,6,checking,debit,-45.95,health,doctor,health, nashville family 8011               tn 6153272200      2400 patterson st  us,,0,nan
2020-06-24,2020-06-24,2020,6,checking,debit,-5.77,want,fast food,food, brueggers #3758  5814               tn nashville       brueggers #3758    us,,0,nan
2020-06-23,2020-06-23,2020,6,checking,debit,-50.41,need,groceries,food, kroger #843      5411               tn nashville       4560 harding rd.   us,,0,nan
2020-06-23,2020-06-23,2020,6,checking,debit,-40.31,need,groceries,food, trader joe's #73 5411               tn bellae meade    90 white bridge rd us,,0,nan
2020-06-23,2020-06-23,2020,6,checking,debit,-60.72,want,sporting goods,discretionary, bcy*backcountry. 5941               ut 800-409-4502    bcy*backcountry.comus,,0,plan to return
2020-06-22,2020-06-22,2020,6,checking,debit,-5.98,want,fast food,food, brueggers #3758  5814               tn nashville       brueggers #3758    us,,0,nan
2020-06-19,2020-06-19,2020,6,checking,debit,-3.73,want,coffee shops,food, the picnic inc   5812               tn nashville       the picnic inc     us,,0,nan
2020-06-18,2020-06-18,2020,6,checking,debit,-41.08,need,groceries,food, kroger #843      5411               tn nashville       4560 harding rd.   us,,0,nan
2020-06-18,2020-06-18,2020,6,checking,debit,-18.34,want,shopping,discretionary, amazon.com*ms2n9 5942               wa seattle         amazon.com         us,,0,nan
2020-06-15,2020-06-15,2020,6,checking,debit,-5.98,want,fast food,food, brueggers #3758  5814               tn nashville       brueggers #3758    us,,0,nan
2020-06-14,2020-06-14,2020,6,checking,debit,-14.66,want,coffee shops,food, the picnic inc   5812               tn nashville       the picnic inc     us,,0,nan
2020-06-13,2020-06-13,2020,6,checking,debit,-13.3,need,utilities,utilities, l2g*metro parks. 9399               tn nashville       l2g*metro parks.615us,,0,nan
2020-06-10,2020-06-10,2020,6,checking,debit,-75.84,need,groceries,food, trader joe's #66 5411               tn nashville       trader joe's #664  us,,0,nan
2020-06-07,2020-06-07,2020,6,checking,debit,-10.8,want,fast food,food, blaze pizza bren 5812               tn brentwood       blaze pizza brentwous,,0,nan
2020-06-06,2020-06-06,2020,6,checking,debit,-10.9,need,home improvement,utilities, the home depot # 6012               tn nashville       2535 powell  ave   us,,0,nan
2020-06-06,2020-06-06,2020,6,checking,debit,-8.72,need,music,discretionary, guitar center #7 6012               tn nashville       721 thompson lane  us,,0,nan
2020-06-06,2020-06-06,2020,6,checking,debit,-10.58,need,groceries,food, trader joe's # 6 5411               tn nashville       trader joe's # 664 us,,0,nan
2020-06-04,2020-06-04,2020,6,checking,debit,-10.94,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2020-06-03,2020-06-03,2020,6,checking,debit,-5.98,want,fast food,food, brueggers #3758  5814               tn nashville       brueggers #3758    us,,0,nan
2020-06-03,2020-06-03,2020,6,checking,debit,-600.0,need,mortgage & rent,bills,ach trans - alliant cu      ;060220;xfer,,0,nan
2020-06-02,2020-06-02,2020,6,checking,debit,-78.75,need,auto insurance,auto,ach trans - usaa p&c ext    ;060220;autopay,,0,nan
2020-06-02,2020-06-02,2020,6,checking,debit,-14.2,want,restaurants,food, cocos italian re 5812               tn 615-3569398     cocos italian restaus,,0,nan
2020-05-31,2020-05-31,2020,5,savings,credit,0.4,need,investments,investment,dividend,,0,nan
2020-05-31,2020-05-31,2020,5,savings,credit,1.6,need,investments,investment,dividend,,0,nan
2020-05-28,2020-05-28,2020,5,savings,debit,-1000.0,need,transfer,transfer,transfer - self service transfer to share 75,,0,nan
2020-05-28,2020-05-28,2020,5,savings,debit,-1000.0,need,transfer,transfer,transfer - self service transfer to share 75,,0,nan
2020-04-30,2020-04-30,2020,4,savings,credit,0.47,need,investments,investment,dividend,,0,nan
2020-04-30,2020-04-30,2020,4,savings,credit,0.72,need,investments,investment,dividend,,0,nan
2020-04-27,2020-04-27,2020,4,checking,debit,-18.35,need,gift,discretionary, amazon.com*fz2v9 5942 wa seattle amazon.com us,,0,nan
2020-04-26,2020-04-26,2020,4,checking,debit,-24.56,want,shopping,discretionary, walgreens store 5912 tn nashville walgreens store 530us,,0,nan
2020-04-25,2020-04-25,2020,4,checking,debit,-0.99,want,electronics & software,discretionary, apple.com/bill 5735 ca 866-712-7753 apple.com/bill us,,0,nan
2020-04-21,2020-04-21,2020,4,creditcard,credit,0.0,need,finance charge,bills,total interest for this period,,0,nan
2020-04-21,2020-04-21,2020,4,creditcard,credit,0.0,need,bank fee,bills,total fees for this period,,0,nan
2020-04-20,2020-04-20,2020,4,checking,debit,-36.59,want,restaurants,food, cocos italian re 5812 tn 615-3569398 cocos italian restaus,,0,nan
2020-04-19,2020-04-19,2020,4,checking,debit,-180.41,need,groceries,food, kroger #527 5411 tn bellevue 7087 hwy. 70 s. us,,0,nan
2020-04-17,2020-04-17,2020,4,savings,credit,17073.33,need,transfer,transfer,surr trans - surrender transfer                  from certificate 1904171,,0,nan
2020-04-17,2020-04-17,2020,4,savings,credit,20492.94,need,transfer,transfer,surr trans - surrender transfer                  from certificate 1416041,,0,nan
2020-04-17,2020-04-17,2020,4,investment,debit,-20492.94,need,investments,investment,surr trans - surrender transfer to share 79,,0,nan
2020-04-17,2020-04-17,2020,4,investment,credit,0.92,need,investments,investment,dividend,,0,nan
2020-04-14,2020-04-14,2020,4,checking,debit,-4400.0,need,transfer,transfer,transfer - self service transfer to tbcrozier share 01,,0,nan
2020-04-14,2020-04-14,2020,4,checking,debit,-24.58,want,shopping,discretionary, amazon.com*912n7 4816 wa seattle amazon.com us,,0,nan
2020-04-13,2020-04-13,2020,4,checking,credit,4400.0,need,transfer,transfer,transfer - self service transfer from share 01,,0,nan
2020-04-13,2020-04-13,2020,4,savings,debit,-4400.0,need,transfer,transfer,transfer - self service transfer to share 75,,0,nan
2020-04-13,2020-04-13,2020,4,investment,credit,14.46,need,investments,investment,dividend,,0,nan
2020-04-12,2020-04-12,2020,4,checking,debit,-49.82,need,groceries,food, kroger #843 5411 tn nashville 4560 harding rd. us,,0,nan
2020-04-10,2020-04-10,2020,4,checking,debit,-1500.0,need,investments,investment,ach trans - robinhood ;040920;funds,,0,nan
2020-04-09,2020-04-09,2020,4,checking,debit,-16.41,want,entertainment,discretionary, hbo now (855) 94 5815 ny httpshbo.com hbo now (855) 942-6us,subscription - media,0,nan
2020-04-09,2020-04-09,2020,4,checking,debit,-91.2,need,utilities,utilities,ach trans - nes power ;040920;utility,,0,nan
2020-04-09,2020-04-09,2020,4,checking,debit,-92.59,need,utilities,utilities,ach trans - nes power ;040920;utility,,0,nan
2020-04-08,2020-04-08,2020,4,checking,credit,87.39,need,income,discretionary,dep cash - ca 866-491-3125 deckers*hoka one onus,,0,returned hoka shoes
2020-04-08,2020-04-08,2020,4,checking,credit,53.98,need,income,discretionary,ach trans - mobile deposit 040820check dep,,0,nan
2020-04-04,2020-04-04,2020,4,checking,debit,-59.48,need,groceries,food, kroger #843 5411 tn nashville 4560 harding rd. us,,0,nan
2020-04-04,2020-04-04,2020,4,checking,debit,-10.94,need,music,discretionary, spotify usa 4899 ny 877-7781161 spotify usa us,subscription - media,0,nan
2020-04-03,2020-04-03,2020,4,checking,debit,-600.0,need,mortgage & rent,bills,ach trans - alliant cu. ;040220;online dp,,0,nan
2020-04-02,2020-04-02,2020,4,checking,debit,-98.43,need,auto insurance,auto,ach trans - usaa p&c ext ;040220;autopay,,0,nan
2020-04-01,2020-04-01,2020,4,checking,debit,-3.0,need,gym,investment, cko*patreon* mem 5815 ca 833-9728766 cko*patreon* memberus,subscription - media,0,nan
2020-04-01,2020-04-01,2020,4,checking,debit,-38.01,want,shopping,discretionary, etsy.com - multi 5699 ny 718-8557955 etsy.com - multipleus,,0,nan
2020-03-31,2020-03-31,2020,3,savings,credit,0.6,need,investments,investment,dividend,,0,nan
2020-03-31,2020-03-31,2020,3,investment,credit,34.41,need,investments,investment,dividend,,0,nan
2020-03-30,2020-03-30,2020,3,checking,credit,2939.17,need,paycheck,income,ach trans - hca corporate ;033120;pr payment,,0,nan
2020-03-30,2020-03-30,2020,3,checking,debit,-432.1,need,investments,investment,ach trans - robinhood ;032720;funds,,0,nan
2020-03-29,2020-03-29,2020,3,checking,debit,-3.0,want,podcast,entertainment, sam*harris 5815 ca 650-434-2726 sam*harris us,Subscription,0,nan
2020-03-28,2020-03-28,2020,3,checking,credit,33.85,need,income,discretionary,dep cash - ca 866-712-7753 apple.com/bill us,,0,nan
2020-03-28,2020-03-28,2020,3,checking,debit,-14.22,want,shopping,discretionary, amazon prime*b93 5968 wa amzn.com/bill amazon prime*b93473us,subscription - shopping,0,nan
2020-03-28,2020-03-28,2020,3,checking,debit,-1.0,want,movies & dvds,entertainment, mubi inc. 7841 ca 650-618-6535 mubi inc. us,,0,nan
2020-03-26,2020-03-26,2020,3,creditcard,debit,-412.97,want,shopping,discretionary,walmart.com 8009666546 800-966-6546 ar,,0,nan
2020-03-26,2020-03-26,2020,3,checking,debit,-772.34,need,investments,investment,ach trans - robinhood ;032520;funds,,0,nan
2020-03-26,2020-03-26,2020,3,checking,debit,-310.9,need,investments,investment,ach trans - robinhood ;032520;funds,,0,nan
2020-03-23,2020-03-23,2020,3,checking,debit,-125.46,need,utilities,utilities,ach trans - nes power ;032320;utility,,0,nan
2020-03-23,2020-03-23,2020,3,checking,debit,-141.96,need,utilities,utilities,ach trans - nes power ;032320;utility,,0,nan
2020-03-22,2020-03-22,2020,3,creditcard,credit,0.0,need,finance charge,bills,total interest for this period,,0,nan
2020-03-22,2020-03-22,2020,3,creditcard,credit,0.0,need,bank fee,bills,total fees for this period,,0,nan
2020-03-22,2020-03-22,2020,3,checking,debit,-157.06,need,groceries,food, kroger #843 5411 tn nashville 4560 harding rd. us,,0,nan
2020-03-22,2020-03-22,2020,3,checking,debit,-37.4,need,groceries,food, kroger #527 5411 tn bellevue 7087 hwy. 70 s. us,,0,nan
2020-03-17,2020-03-17,2020,3,checking,debit,-28.85,need,internet,bills,ach trans - select rwds pymt;031720;payment,,0,nan
2020-03-16,2020-03-16,2020,3,checking,debit,-428.19,,auto payment,,ach trans - select rwds pymt;031620;payment,,0,nan
2020-03-16,2020-03-16,2020,3,checking,credit,20.0,need,transfer,transfer,transfer - self service transfer from tbcrozier share 75,,0,nan
2020-03-16,2020-03-16,2020,3,creditcard,credit,28.85,need,credit card payment,bills,f560500ew00chgdda automatic payment - thank you,,0,nan
2020-03-15,2020-03-15,2020,3,checking,debit,-27.18,want,shopping,discretionary, walgreens store 5912 tn nashville walgreens store 301us,,0,nan
2020-03-15,2020-03-15,2020,3,checking,debit,-71.08,need,groceries,food, wholefds ghl 102 5411 tn nashville wholefds ghl 102 40us,,0,nan
2020-03-15,2020-03-15,2020,3,creditcard,credit,428.19,need,credit card payment,bills,f560500ev00chgdda automatic payment - thank you,,0,nan
2020-03-15,2020-03-15,2020,3,checking,debit,-4.37,want,movies & dvds,entertainment, prime video*ei48 5818 wa 888-802-3080 prime video*ei48p1bus,,0,nan
2020-03-15,2020-03-15,2020,3,checking,debit,-39.76,want,restaurants,food, tst* pastaria - 5812 mo st. louis tst* pastaria - nasus,,0,nan
2020-03-14,2020-03-14,2020,3,checking,debit,-43.27,need,groceries,food, kroger #843 5411 tn nashville 4560 harding rd. us,,0,nan
2020-03-14,2020-03-14,2020,3,checking,debit,-40.94,need,utilities,utilities, l2g*metro water. 4900 tn 615-862-4600 l2g*metro water.615us,,0,nan
2020-03-14,2020-03-14,2020,3,checking,debit,-5.95,want,coffee shops,food, the picnic inc 5812 tn nashville the picnic inc us,,0,nan
2020-03-13,2020-03-13,2020,3,checking,debit,-13.09,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-03-11,2020-03-11,2020,3,checking,debit,-21.0,need,home supplies,utilities, hapad inc ecomme 5976 pa http://www.ha hapad inc ecommerceus,,0,nan
2020-03-11,2020-03-11,2020,3,checking,debit,-87.39,need,credit card payment,bills, deckers*hoka one 5661 ca 866-491-3125 deckers*hoka one onus,,0,nan
2020-03-10,2020-03-10,2020,3,checking,debit,-4.36,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-03-09,2020-03-09,2020,3,checking,debit,-30.71,need,utilities,utilities, l2g*metro parks. 9399 tn nashville l2g*metro parks.615us,,0,nan
2020-03-09,2020-03-09,2020,3,checking,debit,-38.83,need,groceries,food, trader joe's #66 5411 tn nashville trader joe's #664 us,,0,nan
2020-03-09,2020-03-09,2020,3,checking,debit,-16.41,want,entertainment,discretionary, hbo now (855) 94 5815 ny httpshbo.com hbo now (855) 942-6us,subscription - media,0,nan
2020-03-08,2020-03-08,2020,3,checking,debit,-18.99,want,fast food,food, blaze pizza bren 5812 tn brentwood blaze pizza brentwous,,0,nan
2020-03-08,2020-03-08,2020,3,checking,debit,-37.51,need,gas & fuel,auto, bp#6608731belle 5542 tn nashville 5401 harding ave us,,0,nan
2020-03-08,2020-03-08,2020,3,checking,debit,-51.94,need,groceries,food, kroger #895 5411 tn nashville 2131 abbott martin us,,0,nan
2020-03-08,2020-03-08,2020,3,checking,debit,-6.5,want,restaurants,food, ghb - nashville 5462 tn nashville ghb - nashville us,,0,nan
2020-03-08,2020-03-08,2020,3,checking,debit,-23.48,want,fast food,food, desano pizzeria 5812 tn nashville desano pizzeria napus,,0,nan
2020-03-07,2020-03-07,2020,3,checking,debit,-34.73,want,sporting goods,discretionary, rei #64 brentwoo 5941 tn brentwood 261 franklin rd us,,0,nan
2020-03-06,2020-03-06,2020,3,checking,debit,-4.36,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-03-05,2020-03-05,2020,3,checking,debit,-49.44,need,groceries,food, kroger #527 5411 tn bellevue 7087 hwy. 70 s. us,,0,nan
2020-03-05,2020-03-05,2020,3,checking,debit,-15.27,want,shopping,discretionary, walgreens store 5912 tn nashville walgreens store 530us,,0,nan
2020-03-05,2020-03-05,2020,3,checking,debit,-4.36,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-03-04,2020-03-04,2020,3,checking,debit,-4.89,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-03-03,2020-03-03,2020,3,checking,debit,-98.43,need,auto insurance,auto,ach trans - usaa p&c ext ;030320;autopay,,0,nan
2020-03-03,2020-03-03,2020,3,checking,debit,-600.0,need,mortgage & rent,bills,ach trans - alliant cu. ;030220;online dp,,0,nan
2020-03-03,2020-03-03,2020,3,checking,debit,-144.18,need,utilities,utilities,ach trans - nes power ;030320;utility,,0,nan
2020-03-03,2020-03-03,2020,3,checking,debit,-147.63,need,utilities,utilities,ach trans - nes power ;030320;utility,,0,nan
2020-03-03,2020-03-03,2020,3,checking,debit,-10.94,need,music,discretionary, spotify usa 4899 ny 877-7781161 spotify usa us,subscription - media,0,nan
2020-03-03,2020-03-03,2020,3,checking,debit,-2.0,need,gym,investment, shakti power yog 7997 tn nashville shakti power yoga us,,0,nan
2020-03-03,2020-03-03,2020,3,checking,debit,-4.36,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-03-03,2020-03-03,2020,3,checking,debit,-4.1,want,restaurants,food, 5 points pizza 5812 tn nashville 5 points pizza us,,0,nan
2020-03-02,2020-03-02,2020,3,checking,debit,-2.5,want,food & dining,auto, city limits 5812 tn nashville city limits us,,0,nan
2020-03-02,2020-03-02,2020,3,checking,debit,-1.3,want,fast food,food, wendys 616 5814 tn nashville 36 white bridge rd us,,0,nan
2020-03-01,2020-03-01,2020,3,checking,debit,-9.82,need,home improvement,utilities, hart ace hdwe 5251 tn nashville hart ace hdwe us,,0,nan
2020-03-01,2020-03-01,2020,3,checking,debit,-32.77,need,groceries,food, kroger #843 5411 tn nashville 4560 harding rd. us,,0,nan
2020-03-01,2020-03-01,2020,3,checking,debit,-3.0,need,gym,investment, cko*patreon* mem 5815 ca 833-9728766 cko*patreon* memberus,subscription - media,0,nan
2020-03-01,2020-03-01,2020,3,checking,debit,-14.11,want,restaurants,food, porta via 5812 tn nashville porta via us,,0,nan
2020-02-29,2020-02-29,2020,2,savings,credit,3.35,need,investments,investment,dividend,,0,nan
2020-02-29,2020-02-29,2020,2,checking,debit,-10.34,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2020-02-29,2020-02-29,2020,2,checking,credit,21.72,need,income,discretionary,dep cash - tn nashville wal-mart #5616 us,,0,nan
2020-02-29,2020-02-29,2020,2,checking,debit,-6.0,need,gym,investment, shakti power yog 7997 tn nashville shakti power yoga us,,0,nan
2020-02-29,2020-02-29,2020,2,checking,debit,-49.22,want,shopping,discretionary, wal-mart #5616 5411 tn nashville 2421 powell ave us,,0,nan
2020-02-29,2020-02-29,2020,2,checking,debit,-3.0,want,podcast,entertainment, samharris 5734 ca 650-434-2726 samharris us,subscription - media,0,nan
2020-02-29,2020-02-29,2020,2,investment,credit,32.14,need,investments,investment,dividend,,0,nan
2020-02-28,2020-02-28,2020,2,checking,debit,-6.54,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-02-28,2020-02-28,2020,2,checking,debit,-14.22,want,shopping,discretionary, amazon prime*is2 5968 wa amzn.com/bill amazon prime*is2hf9us,subscription - shopping,0,nan
2020-02-27,2020-02-27,2020,2,checking,credit,3024.09,need,paycheck,income,ach trans - hca corporate ;022820;pr payment,,0,nan
2020-02-27,2020-02-27,2020,2,checking,debit,-75.0,need,mortgage & rent,bills,shr draft - share draft (995030),,0,nan
2020-02-27,2020-02-27,2020,2,checking,debit,-6.53,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-02-26,2020-02-26,2020,2,creditcard,debit,-360.0,health,doctor,health,centennial medical c 6158864733 tn,,0,nan
2020-02-26,2020-02-26,2020,2,checking,debit,-21.39,want,restaurants,food, zoes kitchen 5812 tn nashville zoes kitchen us,,0,nan
2020-02-26,2020-02-26,2020,2,checking,debit,-270.0,want,shopping,discretionary, paypal *carlener 7392 ca 402-935-7733 paypal *carlenerobius,,0,nan
2020-02-25,2020-02-25,2020,2,checking,debit,-76.46,want,clothing,discretionary, carhartt 5651 mi 877-335-4272 carhartt us,,0,nan
2020-02-25,2020-02-25,2020,2,checking,debit,-0.59,need,mortgage & rent,bills,ach trans - alliant cu. ;022420;online dp,,0,nan
2020-02-25,2020-02-25,2020,2,checking,debit,-4.36,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-02-25,2020-02-25,2020,2,checking,debit,-5.56,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2020-02-24,2020-02-24,2020,2,checking,credit,0.59,need,mortgage & rent,bills,ach trans - alliant cu. ;022420;online wd,,0,nan
2020-02-24,2020-02-24,2020,2,checking,debit,-11.44,want,coffee shops,food, tst* frothy monk 5812 tn nashville tst* frothy monkey us,,0,nan
2020-02-24,2020-02-24,2020,2,checking,debit,-2.75,need,mobile phone,bills, sq *three brothe 5814 tn nashville sq *three brothers us,,0,nan
2020-02-24,2020-02-24,2020,2,checking,debit,-134.19,health,doctor,health, nashville family 6012 tn nashville 2400 patterson st #us,,0,nan
2020-02-23,2020-02-23,2020,2,checking,debit,-14.0,want,restaurants,food, tst* the pharmac 5812 tn nashville tst* the pharmacy bus,,0,nan
2020-02-23,2020-02-23,2020,2,checking,debit,-98.3,need,music,discretionary, guitar center #7 5733 tn nashville guitar center #720 us,,0,nan
2020-02-23,2020-02-23,2020,2,checking,debit,-2.17,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2020-02-23,2020-02-23,2020,2,checking,debit,-20.82,want,shopping,discretionary, amazon.com*112ih 5942 wa seattle amazon.com us,,0,nan
2020-02-22,2020-02-22,2020,2,checking,debit,-9.47,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2020-02-21,2020-02-21,2020,2,checking,debit,-18.56,want,shopping,discretionary, amazon.com*yq4vu 5942 wa seattle amazon.com us,,0,nan
2020-02-21,2020-02-21,2020,2,checking,debit,-3.02,want,coffee shops,food, sq *honest coffe 5814 tn nashville sq *honest coffee rus,,0,nan
2020-02-21,2020-02-21,2020,2,checking,debit,-21.12,want,restaurants,food, thai ni yom 5812 tn nashville thai ni yom us,,0,nan
2020-02-21,2020-02-21,2020,2,checking,debit,-29.05,need,groceries,food, kroger #843 5411 tn nashville 4560 harding rd. us,,0,nan
2020-02-21,2020-02-21,2020,2,checking,debit,-5.5,need,mobile phone,bills, sq *three brothe 5814 tn nashville sq *three brothers us,,0,nan
2020-02-20,2020-02-20,2020,2,creditcard,credit,0.0,need,finance charge,bills,total interest for this period,,0,nan
2020-02-20,2020-02-20,2020,2,creditcard,credit,0.0,need,bank fee,bills,total fees for this period,,0,nan
2020-02-20,2020-02-20,2020,2,checking,debit,-4.89,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-02-20,2020-02-20,2020,2,checking,debit,-15.71,want,restaurants,food, tst* pastaria - 5812 mo st. louis tst* pastaria - nasus,,0,nan
2020-02-19,2020-02-19,2020,2,creditcard,debit,-39.34,need,gas & fuel,auto,shell oil 57527387005 nashville tn,,0,nan
2020-02-19,2020-02-19,2020,2,checking,debit,-19.99,want,coffee shops,food, tst* fido bongo 5812 tn nashville tst* fido bongo javus,,0,nan
2020-02-18,2020-02-18,2020,2,checking,debit,-6.19,want,shopping,discretionary, walgreens store 5912 tn nashville walgreens store 301us,,0,nan
2020-02-18,2020-02-18,2020,2,checking,debit,-4.03,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-02-18,2020-02-18,2020,2,checking,debit,-12.01,want,shopping,discretionary, amazon.com*ba4hr 5942 wa amzn.com/bill amazon.com*ba4hr26kus,,0,nan
2020-02-18,2020-02-18,2020,2,checking,debit,-449.77,,auto payment,,ach trans - select rwds pymt;021820;payment,,0,nan
2020-02-18,2020-02-18,2020,2,checking,debit,-5.11,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2020-02-17,2020-02-17,2020,2,checking,debit,-2.0,want,food & dining,auto, city limits 5812 tn nashville city limits us,,0,nan
2020-02-17,2020-02-17,2020,2,checking,debit,-9.99,want,shopping,discretionary, amzn mktp us*d83 5942 wa amzn.com/bill amzn mktp us*d83h39us,,0,nan
2020-02-16,2020-02-16,2020,2,checking,debit,-24.78,want,restaurants,food, la hacienda 5812 tn nashville la hacienda us,,0,nan
2020-02-16,2020-02-16,2020,2,checking,debit,-29.84,need,groceries,food, kroger #527 5411 tn bellevue 7087 hwy. 70 s. us,,0,nan
2020-02-16,2020-02-16,2020,2,creditcard,credit,449.77,need,credit card payment,bills,f560500dz00chgdda automatic payment - thank you,,0,nan
2020-02-15,2020-02-15,2020,2,checking,debit,-9.47,want,fast food,food, brueggers #3758 5814 tn nashville brueggers #3758 us,,0,nan
2020-02-14,2020-02-14,2020,2,checking,debit,-1.86,want,shopping,discretionary, amazon.com*kb7q2 5942 wa amzn.com/bill amazon.com*kb7q26hius,,0,nan
2020-02-13,2020-02-13,2020,2,checking,debit,-5.01,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
2020-02-12,2020-02-12,2020,2,checking,debit,-6.48,want,restaurants,food, hos corp amer 23 5814 tn nashville hos corp amer 23021us,,0,nan
