"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"2/07/2020","PAN E DOLCI 5462 FL LAUDERDALE BY PAN E DOLCI US","POS PURCH - PAN E DOLCI 5462 FL LAUDERDALE BY PAN E DOLCI US","4.50","debit","Parking","Checking","",""
"2/04/2020","TRANS - USAA P&C EXT ;020420;AUTOPAY","ACH TRANS - USAA P&C EXT ;020420;AUTOPAY","98.43","debit","Auto Insurance","Checking","",""
"2/03/2020","SHR DRAFT - SHARE DRAFT","SHR DRAFT - SHARE DRAFT (995027)","319.00","debit","Attorney Fee","Checking","","Smyth County Court fee"
"2/03/2020","Spotify","POS PURCH - Spotify USA 4899 NY 877-7781161 Spotify USA US","10.94","debit","Music","Checking","Subscription",""
"2/03/2020","TRANS - MARY DALE POP CK;020320;FEE $00.75","ACH TRANS - MARY DALE POP CK;020320;FEE $00.75","600.75","debit","Fees & Charges","Checking","",""
"2/03/2020","TST* TWO BOOTS P 5812 TN NASHVILLE TST* TWO BOOTS PIZZUS","POS PURCH - TST* TWO BOOTS P 5812 TN NASHVILLE TST* TWO BOOTS PIZZUS","49.05","debit","Restaurants","Checking","",""
"2/02/2020","EL STUFFED PEPPE 5812 TN NASHVILLE EL STUFFED PEPPER US","POS PURCH - EL STUFFED PEPPE 5812 TN NASHVILLE EL STUFFED PEPPER US","12.91","debit","Restaurants","Checking","",""
"2/01/2020","CKO*Patreon* Mem 5815 CA 833-9728766 CKO*Patreon* MemberUS","POS PURCH - CKO*Patreon* Mem 5815 CA 833-9728766 CKO*Patreon* MemberUS","3.00","debit","Gym","Checking","",""
"2/01/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.44","debit","Fast Food","Checking","",""
"2/01/2020","Iroquois Family Dentistry","POS PURCH - IROQUOIS FAMILY 8021 TN NASHVILLE IROQUOIS FAMILY DENUS","34.88","debit","Dentist","Checking","",""
"1/31/2020","BP","BP#8772717MAPCO #3420 NASHVILLE TN","28.85","debit","Gas & Fuel","CreditCard ","",""
"1/31/2020","DIVIDEND","DIVIDEND","5.64","credit","Investments","Savings","",""
"1/31/2020","Nashville Family Foot Care","POS PURCH - NASHVILLE FAMILY 8011 TN NASHVILLE NASHVILLE FAMILY FOUS","88.33","debit","Doctor","Checking","",""
"1/31/2020","DIVIDEND","DIVIDEND","34.30","credit","Dividend & Cap Gains","Investment","",""
"1/30/2020","THREE BROTHE 5814 TN NASHVILLE SQ *THREE BROTHERS US","POS PURCH - SQ *THREE BROTHE 5814 TN NASHVILLE SQ *THREE BROTHERS US","2.75","debit","Mobile Phone","Checking","",""
"1/30/2020","TRANS - HCA Corporate ;013120;PR PAYMENT","ACH TRANS - HCA Corporate ;013120;PR PAYMENT","3024.08","credit","Paycheck","Checking","",""
"1/30/2020","EB JACOB COLLIER 7922 CA 801-413-7200 EB JACOB COLLIER-DJUS","POS PURCH - EB JACOB COLLIER 7922 CA 801-413-7200 EB JACOB COLLIER-DJUS","76.58","debit","Entertainment","Checking","",""
"1/30/2020","Sam Harris Media, Inc.","POS PURCH - SAM HARRIS MEDIA 5734 CA 650-434-2726 SAM HARRIS MEDIA IUS","3.00","debit","Podcast","Checking","Subscription",""
"1/30/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.66","debit","HCA Cafe","Checking","",""
"1/29/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.44","debit","Fast Food","Checking","",""
"1/29/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.55","debit","HCA Cafe","Checking","",""
"1/28/2020","Kroger","POS PURCH - KROGER #843 5411 TN NASHVILLE 4560 HARDING RD. US","65.78","debit","Groceries","Checking","",""
"1/28/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.55","debit","HCA Cafe","Checking","",""
"1/28/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.44","debit","Fast Food","Checking","",""
"1/28/2020","TST* PASTARIA - 5812 MO ST. LOUIS TST* PASTARIA - NASUS","POS PURCH - TST* PASTARIA - 5812 MO ST. LOUIS TST* PASTARIA - NASUS","19.33","debit","Restaurants","Checking","",""
"1/28/2020","Amazon","POS PURCH - Amazon Prime*GU2 5968 WA Amzn.com/bill Amazon Prime*GU2FY3US","14.22","debit","Shopping","Checking","",""
"1/27/2020","Mockingbird Diner","POS PURCH - MOCKINGBIRD 5812 TN NASHVILLE MOCKINGBIRD US","21.57","debit","Restaurants","Checking","",""
"1/26/2020","Uber.com","POS PURCH - UBER TRIP 4121 CA HELP.UBER.COM UBER TRIP US","14.04","debit","Rental Car & Taxi","Checking","",""
"1/26/2020","LOSERS 5812 TN NASHVILLE LOSERS US","POS PURCH - LOSERS 5812 TN NASHVILLE LOSERS US","52.00","debit","Alcohol & Bars","Checking","",""
"1/26/2020","Smoothie King","POS PURCH - SMOOTHIE KING - 5814 TN NASHVILLE SMOOTHIE KING - 028US","7.96","debit","Food & Dining","Checking","",""
"1/26/2020","Uber.com","POS PURCH - UBER TRIP 4121 CA HELP.UBER.COM UBER TRIP US","1.00","debit","Rental Car & Taxi","Checking","",""
"1/26/2020","PARKING MANAGEME 7523 TN NASHVILLE PARKING MANAGEMENT US","POS PURCH - PARKING MANAGEME 7523 TN NASHVILLE PARKING MANAGEMENT US","12.00","debit","Parking","Checking","",""
"1/25/2020","Backcountry","POS PURCH - BCY*BACKCOUNTRY. 5941 UT 800-409-4502 BCY*BACKCOUNTRY.COMUS","152.18","debit","Sporting Goods","Checking","",""
"1/25/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","7.30","debit","Fast Food","Checking","",""
"1/25/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.36","debit","HCA Cafe","Checking","",""
"1/24/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"1/23/2020","TRANS - NES POWER ;012320;UTILITY","ACH TRANS - NES POWER ;012320;UTILITY","110.20","debit","Utilities","Checking","",""
"1/23/2020","TRANS - NES POWER ;012320;UTILITY","ACH TRANS - NES POWER ;012320;UTILITY","119.01","debit","Utilities","Checking","","One of these utilities for January is for MT who will pay back via Venmo"
"1/23/2020","REI","POS PURCH - REI.COM 5941 WA 800-426-4840 REI.COM US","6.53","debit","Sporting Goods","Checking","",""
"1/23/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"1/23/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.66","debit","HCA Cafe","Checking","",""
"1/22/2020","TOTAL FEES FOR THIS PERIOD","TOTAL FEES FOR THIS PERIOD","0.00","credit","Bank Fee","CreditCard ","",""
"1/22/2020","TOTAL INTEREST FOR THIS PERIOD","TOTAL INTEREST FOR THIS PERIOD","0.00","credit","Finance Charge","CreditCard ","",""
"1/22/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"1/22/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.36","debit","HCA Cafe","Checking","",""
"1/21/2020","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","500.00","credit","Transfer","Checking","",""
"1/21/2020","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","500.00","debit","Transfer","Savings","",""
"1/21/2020","Trader Joe's","POS PURCH - TRADER JOE'S #66 5411 TN NASHVILLE TRADER JOE'S #664 US","9.20","debit","Groceries","Checking","",""
"1/21/2020","BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","POS PURCH - BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","3.99","debit","Restaurants","Checking","",""
"1/20/2020","PORTLAND BRE 5814 TN NASHVILLE SQ *PORTLAND BREW CUS","POS PURCH - SQ *PORTLAND BRE 5814 TN NASHVILLE SQ *PORTLAND BREW CUS","2.73","debit","Coffee Shops","Checking","",""
"1/20/2020","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","2.25","debit","Food & Dining","Checking","",""
"1/20/2020","TST* SOUTH SIDE 5812 TN NASHVILLE TST* SOUTH SIDE KITUS","POS PURCH - TST* SOUTH SIDE 5812 TN NASHVILLE TST* SOUTH SIDE KITUS","15.11","debit","Restaurants","Checking","",""
"1/20/2020","Whole Foods","POS PURCH - WHOLEFDS GHL 102 5411 TN NASHVILLE 4039 HILLSBORO RD US","13.42","debit","Groceries","Checking","",""
"1/19/2020","Fandango","POS PURCH - FANDANGO 7832 CA FANDANGO.COM FANDANGO US","43.68","debit","Movies & DVDs","Checking","",""
"1/19/2020","Kroger","POS PURCH - KROGER #843 5411 TN NASHVILLE 4560 HARDING RD. US","56.66","debit","Groceries","Checking","",""
"1/18/2020","Shell","POS PURCH - SHELL SERVICE ST 5541 TN NASHVILLE 724 THOMPSON LANE US","2.83","debit","Gas & Fuel","Checking","",""
"1/18/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","2.94","debit","Fast Food","Checking","",""
"1/17/2020","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","7.82","debit","Food & Dining","Checking","",""
"1/17/2020","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","14191.30","debit","Auto Payment","Savings","",""
"1/17/2020","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","14191.30","credit","Transfer","Checking","",""
"1/17/2020","Smoothie King","POS PURCH - SMOOTHIE KING - 5814 TN NASHVILLE SMOOTHIE KING - 028US","7.96","debit","Food & Dining","Checking","",""
"1/17/2020","Walgreens","POS PURCH - WALGREENS STORE 5912 TN NASHVILLE WALGREENS STORE 530US","40.39","debit","Pharmacy","Checking","",""
"1/17/2020","TRANSFER - SELF SERVICE TRANSFER TO LOAN 16H118","TRANSFER - SELF SERVICE TRANSFER TO LOAN 16H118","14191.30","debit","Transfer","Checking","",""
"1/17/2020","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75 (Fee: $ 27.90)","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75 (Fee: $ 27.90)","14191.30","credit","Transfer","Loan","",""
"1/16/2020","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","2.00","debit","Food & Dining","Checking","",""
"1/16/2020","Dep Cash Ca","DEP CASH - CA 855-204-7597 SUN BASKET US","50.92","credit","Income","Checking","",""
"1/16/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","2.20","debit","Fast Food","Checking","",""
"1/16/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.19","debit","HCA Cafe","Checking","",""
"1/16/2020","Sun Basket Inc","POS PURCH - SUN BASKET 5411 CA 855-204-7597 SUN BASKET US","50.92","debit","Business Services","Checking","",""
"1/16/2020","CVS","POS PURCH - CARECENTER CVS S 5912 TN NASHVILLE 02703--2501 PARK PLUS","7.75","debit","Pharmacy","Checking","",""
"1/15/2020","Shell","SHELL OIL 57527387005 NASHVILLE TN","39.91","debit","Gas & Fuel","CreditCard ","",""
"1/15/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"1/15/2020","The Picnic Inc","POS PURCH - THE PICNIC INC 5812 TN NASHVILLE THE PICNIC INC US","2.73","debit","Coffee Shops","Checking","",""
"1/14/2020","TRANS - MARY DALE POP CK;011420;FEE $00.75","ACH TRANS - MARY DALE POP CK;011420;FEE $00.75","600.75","debit","Mortgage & Rent","Checking","",""
"1/14/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"1/14/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.66","debit","HCA Cafe","Checking","",""
"1/14/2020","Scout's Barbershop","POS PURCH - Scouts Barbersho 7230 TN NASHVILLE Scouts Barbershop SUS","32.40","debit","Hair","Checking","",""
"1/14/2020","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","1000.00","credit","Transfer","Checking","",""
"1/14/2020","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","1000.00","debit","Transfer","Savings","",""
"1/14/2020","OREN JAY SOFER-D 8299 CA HTTPSWWW.OREN OREN JAY SOFER-DHARUS","POS PURCH - OREN JAY SOFER-D 8299 CA HTTPSWWW.OREN OREN JAY SOFER-DHARUS","275.00","debit","Classes","Checking","",""
"1/14/2020","BELCOURT THEATRE 7832 TN NASHVILLE BELCOURT THEATRE INUS","POS PURCH - BELCOURT THEATRE 7832 TN NASHVILLE BELCOURT THEATRE INUS","19.00","debit","Movies & DVDs","Checking","",""
"1/13/2020","HOPDODDY NASHVIL 5812 TN NASHVILLE HOPDODDY NASHVILLE US","POS PURCH - HOPDODDY NASHVIL 5812 TN NASHVILLE HOPDODDY NASHVILLE US","11.65","debit","Restaurants","Checking","",""
"1/13/2020","Whole Foods","POS PURCH - WHOLEFDS GHL 102 5411 TN NASHVILLE WHOLEFDS GHL 102 40US","15.29","debit","Groceries","Checking","",""
"1/12/2020","City Limits","POS PURCH - CITY LIMITS 5812 TN NASHVILLE CITY LIMITS US","8.23","debit","Food & Dining","Checking","",""
"1/11/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","4.11","debit","HCA Cafe","Checking","",""
"1/11/2020","Dep Cash Ma","DEP CASH - MA NEWTON U F WWW.CLARKSUSA.COM #US","65.55","credit","Income","Checking","",""
"1/11/2020","The Picnic Inc","POS PURCH - THE PICNIC INC 5812 TN NASHVILLE THE PICNIC INC US","2.73","debit","Coffee Shops","Checking","",""
"1/10/2020","The Southern V LLC","POS PURCH - SQ *THE SOUTHERN 5812 TN NASHVILLE SQ *THE SOUTHERN V US","17.91","debit","Restaurants","Checking","",""
"1/10/2020","HELLOFRESH 5499 NY 646-846-3663 HELLOFRESH US","POS PURCH - HELLOFRESH 5499 NY 646-846-3663 HELLOFRESH US","32.43","debit","Groceries","Checking","",""
"1/10/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"1/09/2020","THE CAFE AT 5499 TN NASHVILLE SQ *THE CAFE AT THIUS","POS PURCH - SQ *THE CAFE AT 5499 TN NASHVILLE SQ *THE CAFE AT THIUS","14.75","debit","Restaurants","Checking","",""
"1/09/2020","ATLANTA BREAKFAS 5812 GA ATLANTA ATLANTA BREAKFAST CUS","POS PURCH - ATLANTA BREAKFAS 5812 GA ATLANTA ATLANTA BREAKFAST CUS","21.93","debit","Restaurants","Checking","",""
"1/08/2020","Porta Via, LLC","POS PURCH - PORTA VIA 5812 TN NASHVILLE PORTA VIA US","15.11","debit","Restaurants","Checking","",""
"1/08/2020","Brueggers Tn Brueggers","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"1/08/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"1/08/2020","TRANSFER - SELF SERVICE TRANSFER TO LOAN 16H118","TRANSFER - SELF SERVICE TRANSFER TO LOAN 16H118","500.00","debit","Transfer","Checking","",""
"1/08/2020","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75 (Fee: $ 105.16)","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75 (Fee: $ 105.16)","500.00","credit","Transfer","Loan","",""
"1/07/2020","Chevron","POS PURCH - CHEVRON/CHEVRON 5541 GA WHITE 6011 BOLLINGER CANYUS","5.80","debit","Gas & Fuel","Checking","",""
"1/07/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.66","debit","HCA Cafe","Checking","",""
"1/06/2020","TRANS - Mobile Deposit ,010620,Check Dep","ACH TRANS - Mobile Deposit ,010620,Check Dep","32.93","credit","Income","Checking","",""
"1/06/2020","TRANS - Mobile Deposit ,010620,Check Dep","ACH TRANS - Mobile Deposit ,010620,Check Dep","41.19","credit","Income","Checking","",""
"1/05/2020","PORTLAND BRE 5814 TN NASHVILLE SQ *PORTLAND BREW CUS","POS PURCH - SQ *PORTLAND BRE 5814 TN NASHVILLE SQ *PORTLAND BREW CUS","2.73","debit","Coffee Shops","Checking","",""
"1/05/2020","Metro","POS PURCH - L2G*METRO PARKS. 9399 TN NASHVILLE L2G*METRO PARKS.615US","20.46","debit","Utilities","Checking","",""
"1/04/2020","Fandango","POS PURCH - FANDANGO 7832 CA FANDANGO.COM FANDANGO US","16.09","debit","Movies & DVDs","Checking","",""
"1/04/2020","PHARMBRGRPARLOR& 5812 TN NASHVILLE PHARMBRGRPARLOR&BEEUS","POS PURCH - PHARMBRGRPARLOR& 5812 TN NASHVILLE PHARMBRGRPARLOR&BEEUS","13.47","debit","Restaurants","Checking","",""
"1/04/2020","BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","POS PURCH - BAJA BURRITO 5812 TN NASHVILLE BAJA BURRITO US","10.49","debit","Restaurants","Checking","",""
"1/03/2020","Federal Express","POS PURCH - FEDEX 9404372345 4215 TN MEMPHIS FEDEX 940437234524 US","3.81","debit","Shipping","Checking","",""
"1/03/2020","Spotify","POS PURCH - Spotify USA 4899 NY 877-7781161 Spotify USA US","10.94","debit","Music","Checking","Subscription",""
"1/03/2020","Federal Express","POS PURCH - FEDEX OFFIC17100 7338 TN NASHVILLE FEDEX OFFIC17100017US","2.99","debit","Shipping","Checking","",""
"1/03/2020","JOEL S. JACKSON 8111 VA 866-7855297 JOEL S. JACKSON P.CUS","POS PURCH - JOEL S. JACKSON 8111 VA 866-7855297 JOEL S. JACKSON P.CUS","200.00","debit","Legal","Checking","",""
"1/03/2020","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","5.97","debit","HCA Cafe","Checking","",""
"1/03/2020","TRANS - USAA P&C EXT ;010320;AUTOPAY","ACH TRANS - USAA P&C EXT ;010320;AUTOPAY","60.84","debit","Auto Insurance","Checking","",""
"1/02/2020","HELLOFRESH 5499 NY 646-846-3663 HELLOFRESH US","POS PURCH - HELLOFRESH 5499 NY 646-846-3663 HELLOFRESH US","22.24","debit","Groceries","Checking","",""
"1/02/2020","Headquarters LLC","POS PURCH - SQ *HEADQUARTERS 5812 TN NASHVILLE SQ *HEADQUARTERS US","4.28","debit","Hair","Checking","",""
"1/02/2020","Blaze Pizza","POS PURCH - BLAZE PIZZA KNOX 5812 TN KNOXVILLE BLAZE PIZZA KNOXVILUS","20.30","debit","Fast Food","Checking","",""
"1/02/2020","Krispy Kreme","POS PURCH - KRISPY KREME #05 5814 TN PIGEON FORGE KRISPY KREME #0558 US","3.63","debit","Coffee Shops","Checking","",""
"1/01/2020","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 75","2889.00","credit","Transfer","Savings","",""
"1/01/2020","CKO*Patreon* Mem 5815 CA 833-9728766 CKO*Patreon* MemberUS","POS PURCH - CKO*Patreon* Mem 5815 CA 833-9728766 CKO*Patreon* MemberUS","3.00","debit","Question?","Checking","",""
"1/01/2020","TRANSFER - SELF SERVICE TRANSFER TO SHARE 01","TRANSFER - SELF SERVICE TRANSFER TO SHARE 01","2889.00","debit","Transfer","Checking","",""
"1/01/2020","Liberty Market","POS PURCH - LIBERTY MARKET 5542 TN CRAB ORCHARD LIBERTY MARKET US","14.32","debit","Groceries","Checking","",""
"12/31/2019","DIVIDEND","DIVIDEND","7.06","credit","Investments","Savings","",""
"12/31/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.44","debit","Fast Food","Checking","",""
"12/31/2019","McDonald's","POS PURCH - MCDONALD'S F3624 5814 TN LENOIR CITY 9155 HWY 321 N US","4.89","debit","Fast Food","Checking","",""
"12/31/2019","Great Smoky","POS PURCH - GREAT SMOKY MTNS 9399 TN 406-888-7832 GREAT SMOKY MTNS NPUS","8.00","debit","Vacation","Checking","",""
"12/31/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.63","debit","HCA Cafe","Checking","",""
"12/31/2019","DIVIDEND","DIVIDEND","34.24","credit","Dividend & Cap Gains","Investment","",""
"12/30/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","6.53","debit","Fast Food","Checking","",""
"12/30/2019","Sam Harris Media, Inc.","POS PURCH - SAM HARRIS MEDIA 5815 CA 650-434-2726 SAM HARRIS MEDIA IUS","3.00","debit","Podcast","Checking","Subscription",""
"12/30/2019","TRANS - HCA Corporate ;123119;PR PAYMENT","ACH TRANS - HCA Corporate ;123119;PR PAYMENT","2889.39","credit","Paycheck","Checking","",""
"12/30/2019","BP","POS PURCH - BP#6608731BELLE 5542 TN NASHVILLE 5401 HARDING AVE US","40.95","debit","Gas & Fuel","Checking","",""
"12/29/2019","Kroger","POS PURCH - KROGER #843 5411 TN NASHVILLE 4560 HARDING RD. US","49.46","debit","Groceries","Checking","",""
"12/28/2019","Dep Cash Tn","DEP CASH - TN NASHVILLE 2126 ABBOTT MARTIN US","61.46","credit","Return","Checking","","North Face Pants, maybe?"
"12/28/2019","Amazon","POS PURCH - Amazon Prime*XW9 5968 WA Amzn.com/bill Amazon Prime*XW9C78US","14.22","debit","Shopping","Checking","",""
"12/28/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.11","debit","Fast Food","Checking","",""
"12/27/2019","Fandango","POS PURCH - FANDANGO 7832 CA FANDANGO.COM FANDANGO US","49.32","debit","Movies & DVDs","Checking","",""
"12/26/2019","BIG BAD BREA 5812 TN NASHVILLE SQ *BIG BAD BREAKFAUS","POS PURCH - SQ *BIG BAD BREA 5812 TN NASHVILLE SQ *BIG BAD BREAKFAUS","21.26","debit","Food & Dining","Checking","",""
"12/25/2019","Fleet Feet","POS PURCH - FLEET FEET SPORT 5661 TN NASHVILLE FLEET FEET SPORTS NUS","8.19","debit","Clothing","Checking","",""
"12/25/2019","GHB - NASHVILLE 5462 TN NASHVILLE GHB - NASHVILLE US","POS PURCH - GHB - NASHVILLE 5462 TN NASHVILLE GHB - NASHVILLE US","13.38","debit","Business Services","Checking","",""
"12/25/2019","Spotify","POS PURCH - Spotify USA 4899 NY 877-7781161 Spotify USA US","131.27","debit","Gift","Checking","Subscription",""
"12/24/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","5.66","debit","Fast Food","Checking","",""
"12/23/2019","Dep Cash Nh","DEP CASH - NH 800-695-8945 COLEHAAN.COM US","129.97","credit","Return","Checking","","Cole Haan Return"
"12/23/2019","The Perch Brentwood","POS PURCH - THE PERCH BRENTW 5814 TN BRENTWOOD THE PERCH BRENTWOODUS","1.91","debit","Restaurants","Checking","",""
"12/23/2019","Jrnl Entry Adjustment","JRNL ENTRY - VISA ADJUSTMENT","1220.44","credit","Income","Checking","","Refund for incorrect auto CC Payment"
"12/22/2019","TOTAL INTEREST FOR THIS PERIOD","TOTAL INTEREST FOR THIS PERIOD","0.00","credit","Finance Charge","CreditCard ","",""
"12/22/2019","TOTAL FEES FOR THIS PERIOD","TOTAL FEES FOR THIS PERIOD","0.00","credit","Bank Fee","CreditCard ","",""
"12/22/2019","VUI'S KITCHE 5812 TN Nashville SQ *VUI'S KITCHEN US","POS PURCH - SQ *VUI'S KITCHE 5812 TN Nashville SQ *VUI'S KITCHEN US","35.20","debit","Dating","Checking","",""
"12/22/2019","Fleet Feet","POS PURCH - FLEET FEET SPORT 5661 TN NASHVILLE FLEET FEET SPORTS NUS","13.66","debit","Clothing","Checking","",""
"12/22/2019","Sam & Zoe's","POS PURCH - SQ *SAM & ZOE'S, 5812 TN NASHVILLE SQ *SAM & ZOE'S INUS","14.00","debit","Fast Food","Checking","",""
"12/22/2019","REI","POS PURCH - REI #64 BRENTWOO 5941 TN BRENTWOOD 261 FRANKLIN RD US","17.51","debit","Sporting Goods","Checking","",""
"12/21/2019","BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","POS PURCH - BRUEGGERS #3758 5814 TN NASHVILLE BRUEGGERS #3758 US","2.72","debit","Fast Food","Checking","",""
"12/21/2019","Kroger","POS PURCH - KROGER #895 5411 TN NASHVILLE 2131 ABBOTT MARTIN US","27.45","debit","Groceries","Checking","",""
"12/21/2019","Parnassus Books LLC","POS PURCH - PARNASSUS BOOKS 5942 TN NASHVILLE PARNASSUS BOOKS US","70.90","debit","Gift","Checking","",""
"12/21/2019","REI","POS PURCH - REI #64 BRENTWOO 5941 TN BRENTWOOD 261 FRANKLIN RD US","252.12","debit","Gift","Checking","",""
"12/20/2019","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","TRANSFER - SELF SERVICE TRANSFER TO SHARE 75","1500.00","debit","Transfer","Savings","",""
"12/20/2019","Whole Foods","POS PURCH - WHOLEFDS GHL 102 5411 TN NASHVILLE 4039 HILLSBORO RD US","6.18","debit","Groceries","Checking","",""
"12/20/2019","Hos Corp Amer","POS PURCH - HOS CORP AMER 23 5814 TN NASHVILLE HOS CORP AMER 23021US","6.54","debit","HCA Cafe","Checking","",""
"12/20/2019","Shell","POS PURCH - SHELL SERVICE ST 5542 TN NASHVILLE SHELL US","19.66","debit","Gas & Fuel","Checking","",""
"12/20/2019","BUCCA FOOT SPA 7298 TN NASHVILLE BUCCA FOOT SPA US","POS PURCH - BUCCA FOOT SPA 7298 TN NASHVILLE BUCCA FOOT SPA US","60.00","debit","Gift","Checking","",""
"12/20/2019","Nordstrom","POS PURCH - NORDSTROM #0759 5311 TN NASHVILLE 2130 ABBOTT MARTIN US","278.58","debit","Gift","Checking","",""
"12/20/2019","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","TRANSFER - SELF SERVICE TRANSFER FROM SHARE 01","1500.00","credit","Transfer","Checking","",""
